genbank_acc,nic_location,query_index,mob,mob_subgroup,q-value,E-value
NC_016601,2489,72,Q,u,8.105906783650108e-09,0.0048212581684573715
NC_017772,23167,24,Q,2,8.105906783650108e-09,0.007754617620967995
NC_017772,971,31,V,2,8.105906783650108e-09,0.005589338186552881
NC_017772,12248,64,Q,2,8.10708213490803e-09,5.3132516735032725e-05
NC_017772,14791,64,Q,2,8.10825771554056e-09,0.0021885697272775364
NC_017772,991,69,Q,u,8.114139060733262e-09,0.0016678630511352494
NC_017772,21231,72,Q,u,8.115316018460112e-09,0.0005163692687043866
NC_016646,59505,21,Q,2,8.116513435410859e-09,0.006615465176610593
NC_016646,7544,24,Q,2,8.116513435410859e-09,0.0017145903996099866
NC_016646,330964,24,Q,2,8.116513435410859e-09,0.0029830490032719936
NC_016646,64198,50,F,u,8.116513435410859e-09,2.706203103011528e-05
NC_016646,7159,50,F,u,8.116513435410859e-09,0.0017834477394345594
NC_016646,163356,50,F,u,8.116513435410859e-09,0.002869857862686057
NC_016646,423086,64,Q,2,8.116513435410859e-09,0.0004535867792996217
NC_016646,223342,64,Q,2,8.116513435410859e-09,0.009050246073046428
NC_016646,211476,108,V,u,8.116513435410859e-09,0.006243963960299377
NC_016835,118785,24,Q,2,8.116513435410859e-09,0.00560093313076812
NC_016835,182828,24,Q,2,8.116513435410859e-09,0.003908052485334038
NC_016835,209545,25,Q,2,8.116513435410859e-09,0.005642354746665568
NC_016835,210856,64,Q,2,8.116513435410859e-09,0.006791416847809552
NC_017060,369190,25,Q,2,8.116513435410859e-09,0.006693609736200239
NC_017060,234104,64,Q,2,8.116513435410859e-09,0.0008965208365119642
NC_017060,147322,64,Q,2,8.116513435410859e-09,0.003777116564598239
NC_017060,371040,71,Q,u,8.116513435410859e-09,0.00412914741262907
NC_015062,371998,25,Q,2,8.116513435410859e-09,0.006693609736200239
NC_015062,150492,64,Q,2,8.116513435410859e-09,0.003777116564598239
NC_005241,53315,13,P,5,8.116513435410859e-09,0.002923212503871419
NC_005241,241780,20,Q,2,8.116513435410859e-09,0.0016678630511352494
NC_005241,5395,24,Q,2,8.116513435410859e-09,0.005472180166347607
NC_005241,298421,24,Q,2,8.116513435410859e-09,0.008905542645748782
NC_005241,310952,25,Q,2,8.116513435410859e-09,0.004959756870266642
NC_005241,80311,27,Q,u,8.116513435410859e-09,0.0028890854539380213
NC_005241,10840,31,V,2,8.122613646781322e-09,0.003389693165256201
NC_005241,146346,31,V,2,8.122613646781322e-09,0.00020093721919190791
NC_005241,232583,31,V,2,8.123009307686469e-09,0.00027470109316219885
NC_005241,450811,35,C,1,8.123009307686469e-09,0.00033470360317582596
NC_005241,58728,50,F,u,8.123009307686469e-09,0.0007167379293423915
NC_005241,53000,50,F,u,8.123009307686469e-09,0.0015106379392467398
NC_005241,372387,50,F,u,8.123009307686469e-09,0.0005445783699893245
NC_005241,78025,50,F,u,8.123009307686469e-09,0.00931666302359709
NC_005241,228322,60,Q,1,8.123009307686469e-09,0.004047253317099753
NC_005241,366691,64,Q,2,8.123009307686469e-09,1.0017523909866944e-05
NC_005241,20257,64,Q,2,8.124684830070818e-09,0.005811127278268469
NC_005241,302098,64,Q,2,8.125867190473348e-09,0.0001630273194087317
NC_005241,28260,64,Q,2,8.127049781298469e-09,0.0056932517417447905
NC_005241,50750,69,Q,u,8.127651845616392e-09,0.00757635625213243
NC_005241,265363,69,Q,u,8.127651845616392e-09,0.00085814442950155
NC_005241,120926,71,Q,u,8.127651845616392e-09,0.009220625592864152
NC_005241,233214,72,Q,u,8.127651845616392e-09,0.0006235343561429406
NC_005241,7537,72,Q,u,8.127651845616392e-09,0.008940470770943227
NC_005241,265442,72,Q,u,8.127651845616392e-09,0.0007613079898291838
NC_005241,63342,72,Q,u,8.127651845616392e-09,0.00462019587129799
NC_007336,240757,21,Q,2,8.130514861436695e-09,0.0009832419233797355
NC_007336,562845,21,Q,2,8.130514861436695e-09,0.0029191767250095675
NC_007336,402293,21,Q,2,8.132883375926794e-09,0.00898794461730094
NC_007336,536849,22,Q,2,8.132883375926794e-09,0.0014782925481038088
NC_007336,459,24,Q,2,8.134067979264937e-09,0.008728917476605935
NC_007336,157476,31,V,2,8.138808700855006e-09,0.0008819833521194258
NC_007336,468655,31,V,2,8.138925551688187e-09,0.0009821105756630053
NC_007336,405354,31,V,2,8.138925551688187e-09,0.0007012298383576133
NC_007336,33024,50,F,u,8.138925551688187e-09,0.004360741949319574
NC_007336,164591,50,F,u,8.138925551688187e-09,0.0009071109044908368
NC_007336,272435,64,Q,2,8.139423875739767e-09,4.593676288673871e-05
NC_007336,115078,64,Q,2,8.139423875739767e-09,0.009751252172838834
NC_007336,457701,64,Q,2,8.139922462838534e-09,7.407307734743665e-05
NC_007336,124038,64,Q,2,8.139922462838534e-09,0.0006484259510402818
NC_007336,1939,64,Q,2,8.141109080888434e-09,0.005841984329383746
NC_007336,617979,69,Q,u,8.141419802078347e-09,0.00045067180412863877
NC_007336,566008,69,Q,u,8.141419802078347e-09,1.4017171523181714e-06
NC_007336,156831,71,Q,u,8.141419802078347e-09,0.0043217574336852325
NC_007337,85849,6,P,11,8.146169929070272e-09,2.2159521981167025e-31
NC_007337,76663,24,Q,2,8.148359470250979e-09,0.00752940031203075
NC_007337,42664,31,V,2,8.148359470250979e-09,0.004996436676868193
NC_007337,79805,50,F,u,8.149548189795632e-09,0.0023842971940390987
NC_007337,73515,64,Q,2,8.151238629137994e-09,5.9123534322507324e-05
NC_007337,10939,64,Q,2,8.152428000835112e-09,0.0058231823184843965
NC_007337,5296,69,Q,u,8.152744671472127e-09,0.009796261907820415
NC_007337,1565,72,Q,u,8.152744671472127e-09,0.005482269584574012
NC_012855,19750,24,Q,2,8.152744671472127e-09,0.009031510427413614
NC_012855,339263,24,Q,2,8.154437339911392e-09,0.007724322319742861
NC_012855,278455,25,Q,2,8.154437339911392e-09,0.008773247628722268
NC_012855,117598,27,Q,u,8.154940331724109e-09,0.002876473568309289
NC_012855,187609,31,V,2,8.154940331724109e-09,0.007848025178109045
NC_012855,287112,31,V,2,8.158512675971167e-09,0.006036155060619398
NC_012855,156406,50,F,u,8.158512675971167e-09,0.0008940470770943227
NC_012855,41972,50,F,u,8.159703920985178e-09,0.004259517311905448
NC_012855,172092,50,F,u,8.160024932046649e-09,0.0009812064348306859
NC_012855,17934,50,F,u,8.160024932046649e-09,0.003712448072202068
NC_012855,153924,64,Q,2,8.160024932046649e-09,0.000598219255055417
NC_012855,18635,64,Q,2,8.161216745321122e-09,0.009239753553243487
NC_012855,362453,64,Q,2,8.164793577029214e-09,0.006629188795958799
NC_012855,27544,71,Q,u,8.165298945777909e-09,0.003327824292459182
NC_012855,176748,72,Q,u,8.165298945777909e-09,0.003448739471741695
NC_012849,63045,13,P,5,8.166491876674537e-09,0.003960594569695747
NC_012849,27620,24,Q,2,8.177419312343268e-09,0.003856207435364655
NC_012849,80380,24,Q,2,8.177419312343268e-09,0.0007247035482362582
NC_012849,36146,24,Q,2,8.180497831759564e-09,0.008587374194607467
NC_012849,38496,35,C,1,8.181153960558283e-09,0.007317460515365332
NC_012849,3563,50,F,u,8.181153960558283e-09,0.0003873114959797105
NC_012849,3617,50,F,u,8.181153960558283e-09,0.0010352861109027393
NC_012849,156171,50,F,u,8.181153960558283e-09,0.00010696960390809112
NC_012849,177084,51,P,13,8.182350249729312e-09,0.008219783667068605
NC_012849,31936,64,Q,2,8.183368285843872e-09,0.0008263430669212192
NC_012849,35845,64,Q,2,8.183368285843872e-09,1.4039782751920554e-05
NC_012849,21695,64,Q,2,8.184565187738644e-09,0.0009531481026181524
NC_012849,14775,64,Q,2,8.185074789927075e-09,0.005402072241556876
NC_012849,212511,71,Q,u,8.185074789927075e-09,0.0006001507976962964
NC_012849,2673,71,Q,u,8.185584654827173e-09,0.0015825607403221642
NC_012849,248262,72,Q,u,8.185917973340035e-09,0.004087524677984342
NC_012851,2705,24,Q,2,8.185917973340035e-09,0.003072984627239782
NC_012851,48108,31,V,2,8.185917973340035e-09,0.007539809751911993
NC_012851,2653,50,F,u,8.187115825473227e-09,0.009778233136721395
NC_012851,13008,64,Q,2,8.188649359358928e-09,0.00033416455924153955
NC_012851,46371,64,Q,2,8.188649359358928e-09,0.006251156729163579
NC_012851,11309,71,Q,u,8.188649359358928e-09,2.9475446166391856e-07
NC_012851,22118,71,Q,u,8.188649359358928e-09,0.0016276476206899461
NC_010683,47798,24,Q,2,8.191558986787555e-09,0.0031380538191885052
NC_010683,39534,31,V,2,8.191558986787555e-09,0.0002831785721931973
NC_010683,54313,31,V,2,8.192071332596332e-09,0.00949643035774358
NC_010683,28034,50,F,u,8.192071332596332e-09,0.0046479386573648855
NC_010683,2277,64,Q,2,8.193783633293882e-09,0.009216380315442798
NC_010683,16063,71,Q,u,8.193783633293882e-09,4.2321435264001735e-07
NC_019318,32892,6,P,11,8.195496810229252e-09,6.100429150857187e-20
NC_019318,17807,31,V,2,8.196524099897005e-09,0.005380967731470478
NC_019318,53442,64,Q,2,8.197724829915118e-09,0.0002495516166591017
NC_019318,47642,72,Q,u,8.199618835503257e-09,0.0014810181732340852
NC_014309,726520,13,P,5,8.199618835503257e-09,0.00611167691302736
NC_014309,1550113,13,P,5,8.199618835503257e-09,0.008034528353210713
NC_014309,100954,21,Q,2,8.199618835503257e-09,0.00984828
NC_014309,468302,21,Q,2,8.199618835503257e-09,0.00175857294609215
NC_014309,238940,24,Q,2,8.199618835503257e-09,0.0007752832259829593
NC_014309,11572,24,Q,2,8.199618835503257e-09,0.00843257840090473
NC_014309,979948,24,Q,2,8.199618835503257e-09,0.0004676924807675263
NC_014309,67060,24,Q,2,8.199618835503257e-09,0.008536117561781669
NC_014309,117689,27,Q,u,8.199618835503257e-09,0.007378369284124929
NC_014309,1357480,31,V,2,8.199967402456897e-09,1.984085520335852e-05
NC_014309,1276143,31,V,2,8.199967402456897e-09,1.0128855785102583e-05
NC_014309,1244704,31,V,2,8.199984060772523e-09,1.767910957925145e-05
NC_014309,331849,35,C,1,8.199984060772523e-09,0.002377718230786926
NC_014309,2150859,50,F,u,8.199984060772523e-09,7.848025178109048e-05
NC_014309,194975,50,F,u,8.199984060772523e-09,0.0009717630636761217
NC_014309,47950,50,F,u,8.20118753518836e-09,0.003389693165256201
NC_014309,1775214,50,F,u,8.202225637070783e-09,3.8287797794695217e-05
NC_014309,1498642,50,F,u,8.202225637070783e-09,0.0003948756808059322
NC_014309,714677,60,Q,1,8.208604799066276e-09,0.002658033117453301
NC_014309,17548,64,Q,2,8.208604799066276e-09,3.706469132639763e-06
NC_014309,17432,64,Q,2,8.208604799066276e-09,0.0008118211987517527
NC_014309,93564,64,Q,2,8.208604799066276e-09,0.00019384758180875368
NC_014309,7306,64,Q,2,8.208604799066276e-09,0.007400488493054871
NC_014309,372413,64,Q,2,8.208604799066276e-09,0.002706203103011528
NC_014309,62531,69,Q,u,8.209647040459581e-09,0.0006364442800502874
NC_014309,222099,69,Q,u,8.209647040459581e-09,0.00355598882654891
NC_014309,44680,69,Q,u,8.212581126390553e-09,0.007405602335455628
NC_014309,527423,71,Q,u,8.212581126390553e-09,0.000482903538450097
NC_014309,707086,71,Q,u,8.214050019277607e-09,8.664836807603344e-05
NC_014309,23834,71,Q,u,8.214050019277607e-09,0.0004523352026253129
NC_014309,60636,71,Q,u,8.214050019277607e-09,0.007359704675933261
NC_014309,59616,72,Q,u,8.214050019277607e-09,6.613942084819859e-05
NC_014309,44292,72,Q,u,8.214050019277607e-09,0.0006062620555766166
NC_014309,134405,72,Q,u,8.214050019277607e-09,0.0008952831023970474
NC_014309,27550,72,Q,u,8.214050019277607e-09,0.003287459321816112
NC_014309,75158,72,Q,u,8.214050019277607e-09,0.0014466397281594535
NC_014309,1428353,72,Q,u,8.214050019277607e-09,0.0008761135308019311
NC_014309,526571,82,V,1,8.214050019277607e-09,0.009431057390986895
NC_017589,1394521,13,P,5,8.214050019277607e-09,0.0006976866093598232
NC_017589,848988,20,Q,2,8.214050019277607e-09,0.003711593347850666
NC_017589,89987,20,Q,2,8.214050019277607e-09,0.0081444242374394
NC_017589,1805555,21,Q,2,8.214050019277607e-09,0.0008907593458822408
NC_017589,556033,24,Q,2,8.214050019277607e-09,0.00033555242957426226
NC_017589,222471,24,Q,2,8.214050019277607e-09,0.0009459330241101668
NC_017589,165930,24,Q,2,8.214050019277607e-09,0.008135053018061934
NC_017589,722440,25,Q,2,8.214050019277607e-09,0.004863628421567694
NC_017589,530062,25,Q,2,8.214050019277607e-09,0.006566899769111128
NC_017589,1463611,27,Q,u,8.214050019277607e-09,0.005131689698212931
NC_017589,923993,31,V,2,8.214050019277607e-09,7.149248413669677e-05
NC_017589,398556,31,V,2,8.214050019277607e-09,0.0006769559155902976
NC_017589,6110,31,V,2,8.214050019277607e-09,0.005535545026285763
NC_017589,36474,31,V,2,8.214050019277607e-09,0.0007806572325718317
NC_017589,11660,31,V,2,8.214050019277607e-09,0.008372600854943988
NC_017589,835752,31,V,2,8.214050019277607e-09,0.0008448126099925478
NC_017589,76450,31,V,2,8.214050019277607e-09,0.003012731218229881
NC_017589,1435772,35,C,1,8.214050019277607e-09,0.00016242780958405432
NC_017589,427062,35,C,1,8.214050019277607e-09,0.0008913748732107533
NC_017589,1385857,35,C,1,8.214050019277607e-09,0.0005957449747839034
NC_017589,478616,35,C,1,8.214050019277607e-09,0.00937260658017375
NC_017589,212152,50,F,u,8.214050019277607e-09,0.00041779225777045873
NC_017589,8674,50,F,u,8.214050019277607e-09,0.007931592394891955
NC_017589,102386,50,F,u,8.214050019277607e-09,0.000359219900042852
NC_017589,18714,64,Q,2,8.21768082748812e-09,0.00022529958288556334
NC_017589,547867,64,Q,2,8.220102540608723e-09,7.228703101233267e-06
NC_017589,32383,64,Q,2,8.221313749588732e-09,0.0005288839499557237
NC_017589,1888446,64,Q,2,8.224948786710512e-09,0.0044163185101086366
NC_017589,244809,69,Q,u,8.226009704994818e-09,0.0024432076957649983
NC_017589,63364,69,Q,u,8.226009704994818e-09,0.00612294541343592
NC_017589,542877,69,Q,u,8.226009704994818e-09,0.0007916995310301548
NC_017589,267198,69,Q,u,8.226540554467159e-09,2.0443741819232432e-05
NC_017589,137878,69,Q,u,8.22964800568396e-09,0.0004005533678950863
NC_017589,879732,71,Q,u,8.23071111241024e-09,3.991722919808353e-07
NC_017589,91264,71,Q,u,8.23071111241024e-09,0.0008125692581491215
NC_017589,1829660,71,Q,u,8.231924732530171e-09,9.216380315442799e-06
NC_017589,61473,71,Q,u,8.232456867556111e-09,0.0007356316186966442
NC_017589,177061,71,Q,u,8.232456867556111e-09,0.0076306298599634935
NC_017589,775421,72,Q,u,8.240426667345371e-09,1.2760285389422936e-05
NC_017589,153338,72,Q,u,8.240812030496945e-09,0.0007486182111061117
NC_017589,75223,72,Q,u,8.240812030496945e-09,0.007588577742319675
NC_017589,191163,72,Q,u,8.240812030496945e-09,0.0009760237545277065
NC_017558,10698,64,Q,2,8.245529807886157e-09,0.0036834975699532977
NC_017558,1871,64,Q,2,8.245529807886157e-09,0.0002717442652201043
NC_017558,5103,64,Q,2,8.245529807886157e-09,0.008932240084007852
NC_021745,966054,20,Q,2,8.246064967748487e-09,0.00771543448226163
NC_021745,380308,21,Q,2,8.250398962206043e-09,0.006615465176610593
NC_021745,1227006,24,Q,2,8.254444668691555e-09,0.00039505756965541614
NC_021745,516655,24,Q,2,8.254444668691555e-09,0.0008041931836203412
NC_021745,1607788,25,Q,2,8.255663595562487e-09,0.0009457152400564168
NC_021745,1184552,25,Q,2,8.256882758761782e-09,0.007419256531207506
NC_021745,2049728,25,Q,2,8.260003875559101e-09,0.00016396848639468257
NC_021745,60517,31,V,2,8.266194481644419e-09,4.230195000980095e-06
NC_021745,80766,31,V,2,8.266194481644419e-09,0.007648220278475031
NC_021745,12020,31,V,2,8.266194481644419e-09,0.0039935615994856144
NC_021745,130358,31,V,2,8.266194481644419e-09,0.0009827892279855876
NC_021745,53334,31,V,2,8.266194481644419e-09,0.0034646581298680827
NC_021745,630755,35,C,1,8.266194481644419e-09,0.002590361565922345
NC_021745,502366,35,C,1,8.266194481644419e-09,0.002011686899343805
NC_021745,177394,50,F,u,8.266194481644419e-09,5.775111687749658e-05
NC_021745,953458,50,F,u,8.266194481644419e-09,0.0006341038465564799
NC_021745,333222,50,F,u,8.266194481644419e-09,0.0004927882995650472
NC_021745,340314,50,F,u,8.266194481644419e-09,0.0076429388994084125
NC_021745,19069,64,Q,2,8.266194481644419e-09,4.612754993649804e-06
NC_021745,85399,64,Q,2,8.266194481644419e-09,0.0006574464545668762
NC_021745,12049,64,Q,2,8.266194481644419e-09,0.00961081876535229
NC_021745,2006254,64,Q,2,8.270947297294345e-09,0.008316879087789171
NC_021745,1787354,69,Q,u,8.270947297294345e-09,0.0006662855393050631
NC_021745,249303,69,Q,u,8.270947297294345e-09,0.0025921515424653066
NC_021745,70162,69,Q,u,8.270947297294345e-09,0.0006376177341990964
NC_021745,98971,69,Q,u,8.270947297294345e-09,0.009601970949339405
NC_021745,36133,69,Q,u,8.27135955210999e-09,0.005776441609464935
NC_021745,274502,69,Q,u,8.27135955210999e-09,0.0003105706333234228
NC_021745,143959,69,Q,u,8.27135955210999e-09,0.0032096700345013605
NC_021745,14324,71,Q,u,8.27135955210999e-09,0.0005167260871851159
NC_021745,596283,71,Q,u,8.27135955210999e-09,0.0005686700915131687
NC_021745,1539912,71,Q,u,8.27135955210999e-09,0.009119276579720028
NC_021745,95328,71,Q,u,8.27135955210999e-09,0.00633082615147703
NC_021745,14921,72,Q,u,8.27135955210999e-09,0.005747253953299803
NC_021745,124804,72,Q,u,8.27135955210999e-09,0.0008221676560121546
NC_021745,28116,72,Q,u,8.27135955210999e-09,0.005179172638371385
NC_003296,1408660,13,P,5,8.27135955210999e-09,0.0058231823184843965
NC_003296,1018786,21,Q,2,8.27135955210999e-09,0.0018978434602872304
NC_003296,649218,24,Q,2,8.27135955210999e-09,7.819165179578398e-05
NC_003296,634539,24,Q,2,8.27135955210999e-09,0.00019776998822589043
NC_003296,79264,24,Q,2,8.272585072372329e-09,0.0010434229570150623
NC_003296,983093,24,Q,2,8.273131646695086e-09,0.0004811277292377375
NC_003296,132463,24,Q,2,8.273131646695086e-09,0.0074965318015272515
NC_003296,1588677,25,Q,2,8.276263057427664e-09,0.0009457152400564168
NC_003296,237929,25,Q,2,8.279395709192243e-09,0.0055202708618906
NC_003296,2054704,25,Q,2,8.280622699120851e-09,0.00016396848639468257
NC_003296,44589,31,V,2,8.281038898666637e-09,1.9813462975142232e-06
NC_003296,12021,31,V,2,8.282814907643148e-09,0.0039935615994856144
NC_003296,37406,31,V,2,8.285950597104219e-09,0.0034646581298680827
NC_003296,663480,35,C,1,8.28678996223319e-09,0.008417059315441826
NC_003296,496179,35,C,1,8.28678996223319e-09,0.0008913748732107533
NC_003296,524614,35,C,1,8.28678996223319e-09,0.007324203250233321
NC_003296,225753,50,F,u,8.288019162662539e-09,0.0003745936298261306
NC_003296,1409345,50,F,u,8.296207115446696e-09,4.016616682200763e-05
NC_003296,386101,50,F,u,8.29743787982382e-09,0.0004927882995650472
NC_003296,1162099,61,Q,1,8.298286206369767e-09,0.004059386356022858
NC_003296,19070,64,Q,2,8.298286206369767e-09,2.8791241188090363e-05
NC_003296,126796,64,Q,2,8.298286206369767e-09,0.00029475446166391856
NC_003296,1415279,64,Q,2,8.298286206369767e-09,7.951707341198262e-06
NC_003296,12050,64,Q,2,8.298286206369767e-09,0.00961081876535229
NC_003296,572621,64,Q,2,8.298286206369767e-09,0.00942454489693374
NC_003296,2015838,64,Q,2,8.30117677792837e-09,0.009288816589386444
NC_003296,301591,69,Q,u,8.30117677792837e-09,0.000627422931682162
NC_003296,305649,69,Q,u,8.30117677792837e-09,0.005418266817887274
NC_003296,919422,69,Q,u,8.30117677792837e-09,7.287194942938903e-05
NC_003296,89411,69,Q,u,8.30117677792837e-09,0.00023477961584793882
NC_003296,223855,69,Q,u,8.30117677792837e-09,0.003743349590657421
NC_003296,96195,69,Q,u,8.301356443150423e-09,0.002047200541162968
NC_003296,327234,69,Q,u,8.301356443150423e-09,0.00025495315325528914
NC_003296,290499,69,Q,u,8.301356443150423e-09,0.0033578430105729124
NC_003296,14324,71,Q,u,8.301356443150423e-09,0.0005346386945501965
NC_003296,950189,71,Q,u,8.301356443150423e-09,3.431313411078436e-05
NC_003296,827792,72,Q,u,8.301356443150423e-09,7.759976171613502e-05
NC_003296,14922,72,Q,u,8.302589583304969e-09,0.009117177030417721
NC_003296,194534,72,Q,u,8.303021359023433e-09,0.0002118167926787328
NC_003296,28122,72,Q,u,8.303021359023433e-09,0.002773705755455708
NC_003296,747312,72,Q,u,8.303021359023433e-09,0.0007012298383576133
NC_001399,661,31,V,2,8.3048107619444e-09,0.0033710126921658212
NC_017575,1883533,20,Q,2,8.307036080565368e-09,0.0015676907205541212
NC_017575,18913,23,Q,2,8.308587893970607e-09,0.0033811184663785497
NC_017575,1051641,24,Q,2,8.308587893970607e-09,0.0008491030241946681
NC_017575,41750,24,Q,2,8.308587893970607e-09,0.00029158178325091135
NC_017575,234641,24,Q,2,8.308587893970607e-09,0.004956331974649572
NC_017575,1661775,24,Q,2,8.308587893970607e-09,0.007644698953752022
NC_017575,449245,25,Q,2,8.310381817420074e-09,0.00340063787630129
NC_017575,42812,31,V,2,8.315886901671302e-09,0.005224688320776768
NC_017575,90059,31,V,2,8.315886901671302e-09,4.845743118460921e-05
NC_017575,9744,31,V,2,8.318361615380623e-09,0.00506944467389266
NC_017575,630479,31,V,2,8.319599331243597e-09,4.176960686225978e-05
NC_017575,676394,31,V,2,8.325212382447024e-09,3.810310676856374e-05
NC_017575,161436,35,C,1,8.325212382447024e-09,0.0068447940864234036
NC_017575,735126,50,F,u,8.325212382447024e-09,6.626136644536539e-05
NC_017575,938208,50,F,u,8.325212382447024e-09,0.00031510869541445994
NC_017575,17544,64,Q,2,8.325212382447024e-09,7.688832282441347e-07
NC_017575,1383897,64,Q,2,8.325212382447024e-09,3.622933710019979e-05
NC_017575,1301867,64,Q,2,8.325212382447024e-09,8.973469430951921e-05
NC_017575,103103,64,Q,2,8.325212382447024e-09,0.00042321435264001733
NC_017575,478559,64,Q,2,8.32949609213478e-09,0.005558535551477489
NC_017575,783207,69,Q,u,8.32949609213478e-09,0.00383848977159321
NC_017575,729008,69,Q,u,8.32949609213478e-09,0.00016720928418316954
NC_017575,83487,69,Q,u,8.329516614272719e-09,0.004701759250450665
NC_017575,396878,69,Q,u,8.329516614272719e-09,0.0001899154897007424
NC_017575,212163,71,Q,u,8.329516614272719e-09,5.1151737200455985e-06
NC_017575,57005,71,Q,u,8.329516614272719e-09,0.0008430636951498758
NC_017575,21836,71,Q,u,8.329516614272719e-09,0.00928026521180174
NC_017575,285486,72,Q,u,8.329516614272719e-09,9.751252172838831e-05
NC_017575,13391,72,Q,u,8.329516614272719e-09,0.004639384718839721
NC_017575,1627235,72,Q,u,8.329516614272719e-09,9.30165843254098e-06
NC_017575,531725,72,Q,u,8.329516614272719e-09,0.0009258921194104826
NC_017575,87450,72,Q,u,8.329516614272719e-09,0.005851408088217114
NC_017575,688480,72,Q,u,8.329516614272719e-09,0.0069720483094346105
NC_017575,597493,72,Q,u,8.329516614272719e-09,0.0006252596276921131
NC_014310,873531,13,P,5,8.329516614272719e-09,0.004820148160537844
NC_014310,707063,13,P,5,8.329516614272719e-09,0.0018640621480227968
NC_014310,147436,20,Q,2,8.329516614272719e-09,0.002354834487919749
NC_014310,561511,20,Q,2,8.329516614272719e-09,0.006862152853575231
NC_014310,421193,21,Q,2,8.329516614272719e-09,0.0012646209952021632
NC_014310,1788053,24,Q,2,8.329516614272719e-09,8.487120878248149e-05
NC_014310,539214,24,Q,2,8.330759291953721e-09,0.0009657403732570788
NC_014310,9714,24,Q,2,8.335056844952996e-09,0.004744171581503638
NC_014310,927439,25,Q,2,8.335056844952996e-09,0.0006189568700119457
NC_014310,1165313,27,Q,u,8.336300677834434e-09,0.005460851764046928
NC_014310,1778845,31,V,2,8.341954203681892e-09,5.901472499534809e-05
NC_014310,814228,31,V,2,8.343759674113291e-09,0.0004778156692463188
NC_014310,35629,31,V,2,8.343759674113291e-09,0.0047836609165273145
NC_014310,218950,31,V,2,8.343759674113291e-09,0.0009226997175789057
NC_014310,15991,31,V,2,8.343759674113291e-09,0.002748276268238445
NC_014310,844183,35,C,1,8.343759674113291e-09,0.004703924989244359
NC_014310,409158,35,C,1,8.343759674113291e-09,0.004319767649036764
NC_014310,306443,50,F,u,8.343759674113291e-09,0.0002456181114026786
NC_014310,486633,50,F,u,8.343759674113291e-09,0.0003599650928658645
NC_014310,54225,50,F,u,8.343759674113291e-09,0.004798001591436361
NC_014310,18263,64,Q,2,8.343759674113291e-09,1.7966372001032138e-05
NC_014310,11210,64,Q,2,8.343759674113291e-09,0.004463344282572525
NC_014310,645918,64,Q,2,8.343759674113291e-09,0.007940729236677727
NC_014310,130406,64,Q,2,8.343759674113291e-09,0.0006650593257158645
NC_014310,1946424,64,Q,2,8.343759674113291e-09,0.0057844275737076855
NC_014310,1155668,69,Q,u,8.343759674113291e-09,6.392347671792133e-06
NC_014310,1679698,69,Q,u,8.343759674113291e-09,0.0008528259126460464
NC_014310,37152,69,Q,u,8.343759674113291e-09,0.007088598649865378
NC_014310,2068577,69,Q,u,8.343759674113291e-09,0.000665672150164372
NC_014310,190449,69,Q,u,8.343759674113291e-09,0.006662855393050632
NC_014310,266773,69,Q,u,8.343759674113291e-09,0.0009500804632676008
NC_014310,124288,69,Q,u,8.343759674113291e-09,0.0050206550961812615
NC_014310,874696,71,Q,u,8.343759674113291e-09,2.4556156225320146e-06
NC_014310,128107,71,Q,u,8.343759674113291e-09,0.004001846144528453
NC_014310,54512,71,Q,u,8.343759674113291e-09,7.790411309595509e-05
NC_014310,14119,72,Q,u,8.343759674113291e-09,0.009163478974010741
NC_014310,29266,72,Q,u,8.343759674113291e-09,0.0007295589467511147
NC_014310,67605,72,Q,u,8.343759674113291e-09,0.009250397338520436
NC_014310,541877,72,Q,u,8.343759674113291e-09,0.0005866247574873889
NC_014310,56970,72,Q,u,8.343759674113291e-09,0.004028657877235042
NC_014310,1357770,107,V,u,8.343759674113291e-09,0.009379083184114151
NC_014310,1832533,108,V,u,8.343759674113291e-09,0.00296387844060306
NC_014308,9344,71,Q,u,8.343759674113291e-09,0.009085741734619708
NC_023911,179129,31,V,2,8.343759674113291e-09,0.008362967088690634
NC_023911,190649,50,F,u,8.343759674113291e-09,0.007486182111061119
NC_023911,189787,50,F,u,8.343759674113291e-09,0.008090221043135603
NC_023911,211628,64,Q,2,8.343759674113291e-09,0.0024635443647856967
NC_023911,213618,64,Q,2,8.343759674113291e-09,0.0007749262770599929
NC_023911,231967,74,V,1,8.343759674113291e-09,0.0020987484465081717
NC_021906,3348,50,F,u,8.349624300978301e-09,0.0019286809357900946
NC_021906,30459,50,F,u,8.349624300978301e-09,0.00913819429407118
NC_021906,79675,64,Q,2,8.349624300978301e-09,0.0001531300370790289
NC_021906,10976,64,Q,2,8.349624300978301e-09,0.004584166548231257
NC_021906,39849,64,Q,2,8.349624300978301e-09,0.008559736341764913
NC_021906,144523,71,Q,u,8.349624300978301e-09,0.002708073127697891
NC_021906,141596,72,Q,u,8.349624300978301e-09,0.00773322039561767
NC_021907,21126,13,P,5,8.349624300978301e-09,0.00942454489693374
NC_021907,84401,22,Q,2,8.349624300978301e-09,1.1562730082049351e-36
NC_021907,8760,23,Q,2,8.349624300978301e-09,0.008911696501893015
NC_021907,26927,24,Q,2,8.35020245630766e-09,0.0011095845161410147
NC_021907,176287,24,Q,2,8.35020245630766e-09,0.003657298330018042
